"","station_nm","agency_cd","site_no","dec_lat_va","dec_lon_va","hucCd","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"422","UCCR-2","21AWIC","21AWIC-3181",32.377845,-85.180944,"03130003","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-3181","UCCR-2","River/Stream","At AL Hwy 169","03130003",NA,NA,NA,NA,32.377845,-85.180944,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","01","113",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"423","WOLF-3","21AWIC","21AWIC-319",33.391692,-85.455486,"03150108","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-319","WOLF-3","River/Stream","Wolf Cr at CR 532 (SE 1/4, Sec 2)","03150108",NA,NA,NA,NA,33.391692,-85.455486,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","111",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"424","LFKJ-3","21AWIC","21AWIC-320",33.744024,-86.918525,"03160111","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-320","LFKJ-3","River/Stream","Locust Fork @ Co Rd 77 ""Hewitt Bridge""","03160111",NA,NA,NA,NA,33.744024,-86.918525,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","073",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"425","LFKJ-5","21AWIC","21AWIC-321",33.63653,-87.06124,"03160111","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-321","LFKJ-5","River/Stream","Locust Fork @ Co Rd 45""Porter Road""","03160111",NA,NA,NA,NA,33.63653,-87.06124,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","073",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"426","LOSW-1","21AWIC","21AWIC-322",33.76422,-87.35835,"03160109","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-322","LOSW-1","River/Stream","Lost Cr @ Ala Hwy 69","03160109",NA,NA,NA,NA,33.76422,-87.35835,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","127",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"427","VLGJ-7","21AWIC","21AWIC-3220",33.5425,-86.8175,"03160111","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-3220","VLGJ-7","River/Stream","Village Creek at 24th Street, Birmingham, AL.","03160111",NA,NA,NA,NA,33.5425,-86.8175,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","073",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"428","LOSW-2","21AWIC","21AWIC-323",33.81562,-87.38378,"03160109","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-323","LOSW-2","River/Stream","Lost Cr @ Ala Hwy 124 near Kings Chapel","03160109",NA,NA,NA,NA,33.81562,-87.38378,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","127",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"429","WCHB-1A","21AWIC","21AWIC-3231",31.663692,-85.504492,"03140201","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-3231","WCHB-1A","River/Stream","West Fork Choctawhatchee River at  Highway 10","03140201",NA,NA,NA,NA,31.663692,-85.504492,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","005",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"430","WCOT-2","21AWIC","21AWIC-3237",34.369286,-86.654006,"06030002","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-3237","WCOT-2","River/Stream","W Fk Cotaco Cr at Lawrence Cove Rd just off of Gum Pond Rd via AL Hwy 67","06030002",NA,NA,NA,NA,34.369286,-86.654006,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","103",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"431","LOSW-4","21AWIC","21AWIC-325",33.88121,-87.46363,"03160109","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-325","LOSW-4","River/Stream","Lost Creek at Ripley Cutoff road","03160109",NA,NA,NA,NA,33.88121,-87.46363,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","127",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"432","WFCD-4","21AWIC","21AWIC-3254",31.569667,-85.497351,"03140201","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-3254","WFCD-4","River/Stream","West Fork Choctawhatchee River at  Highway 105","03140201",NA,NA,NA,NA,31.569667,-85.497351,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","045",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"433","WFLL-2","21AWIC","21AWIC-3257",34.429605,-87.185367,"06030002","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-3257","WFLL-2","River/Stream","West Flint Cr @ AL Hwy 157.","06030002",NA,NA,NA,NA,34.429605,-87.185367,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","079",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"434","WHEL-11","21AWIC","21AWIC-3263",34.637667,-87.029611,"06030002","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-3263","WHEL-11","River/Stream","Bakers Creek upstream of Bakers Creek/Tennessee River confluence.","06030002",NA,NA,NA,NA,34.637667,-87.029611,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","103",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"435","LFKB-1","21AWIC","21AWIC-328",34.023696,-86.573336,"03160111","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-328","LFKB-1","River/Stream","Locust Fork @ ALA HWY 231","03160111",NA,NA,NA,NA,34.023696,-86.573336,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","009",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"436","MUDC-10","21AWIC","21AWIC-329",34.30175,-85.57748,"03150105","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-329","MUDC-10","River/Stream","Mud Cr AT Co. Rd. 35","03150105",NA,NA,NA,NA,34.30175,-85.57748,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","019",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"437","WOFW-4","21AWIC","21AWIC-3291",33.67239,-87.38782,"03160109","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-3291","WOFW-4","River/Stream","AL Hwy 69 at Enon.","03160109",NA,NA,NA,NA,33.67239,-87.38782,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","127",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"438","MUDJ-1","21AWIC","21AWIC-331",33.44585,-87.19014,"03160112","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-331","MUDJ-1","River/Stream","Mud Creek at CR 54 (Lock 17 Rd)","03160112",NA,NA,NA,NA,33.44585,-87.19014,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","073",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"439","YNTC-10","21AWIC","21AWIC-3321",32.21387,-88.16678,"03160201","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-3321","YNTC-10","River/Stream","Yantley Creek at AL Hwy 17","03160201",NA,NA,NA,NA,32.21387,-88.16678,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","023",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"440","NFDJ-1","21AWIC","21AWIC-333",33.656021,-86.888917,"03160111","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-333","NFDJ-1","River/Stream","Newfound Cr @ Co Rd 67 ""D/S of Impoundment"" in","03160111",NA,NA,NA,NA,33.656021,-86.888917,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","073",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"441","NFDJ-2","21AWIC","21AWIC-334",33.64345,-86.91195,"03160111","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-334","NFDJ-2","River/Stream","Newfound Cr at CR 112 ""Brookside Road""","03160111",NA,NA,NA,NA,33.64345,-86.91195,NA,NA,NA,"Interpolation-Digital Map Source (Tiger)","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","073",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"442","NRRT-1","21AWIC","21AWIC-336",33.4798,-87.596806,"03160112","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-336","NRRT-1","River/Stream","North River at CR 38","03160112",NA,NA,NA,NA,33.4798,-87.596806,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","125",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"443","LOSW-5","21AWIC","21AWIC-337",33.88197,-87.5104,"03160109","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-337","LOSW-5","River/Stream","Lost Cr @ AL 118 southeast of Carbon Hill.","03160109",NA,NA,NA,NA,33.88197,-87.5104,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","127",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"444","MUDJ-100","21AWIC","21AWIC-3372",33.484467,-87.184433,"03160112","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-3372","MUDJ-100","River/Stream","Mud Cr approx. 1 mi above confluence with Valley Cr.  There is no road crossing for this station.","03160112",NA,NA,NA,NA,33.484467,-87.184433,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","073",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"445","2-S","21AWIC","21AWIC-338",31.34195,-86.26435,"03140103","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-338","2-S","River/Stream","Unnamed Tributary to Lake Frank Jackson on Private Property in T4N, R18E, S5, SE 1/4","03140103",NA,NA,NA,NA,31.34195,-86.26435,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","039",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"446","ANDL-8","21AWIC","21AWIC-343",34.8515,-87.2361,"06030004","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-343","ANDL-8","River/Stream","Anderson Creek at Snake Road Bridge","06030004",NA,NA,NA,NA,34.8515,-87.2361,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","077",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"447","MARM-1","21AWIC","21AWIC-3434",34.31538,-86.66588,"06030002","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-3434","MARM-1","River/Stream","Mardis Branch at Morgan Co Rd Welcome Falls Rd","06030002",NA,NA,NA,NA,34.31538,-86.66588,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","103",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"448","AUC-2","21AWIC","21AWIC-346",32.470637,-86.507976,"03150201","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-346","AUC-2","River/Stream","Autauga Creek adjacent to US Hwy 82, 0.5 mi.  (or 0.25?) downstream of Breakfast Creek","03150201",NA,NA,NA,NA,32.470637,-86.507976,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","001",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"449","B-1","21AWIC","21AWIC-347",33.296944,-86.842639,"03150202","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-347","B-1","River/Stream","Buck Creek below dam in Helena off Hwy 261  (RM2.4)","03150202",NA,NA,NA,NA,33.296944,-86.842639,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","117",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"450","WILL-5","21AWIC","21AWIC-3492",34.79682,-87.54929,"06030005","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-3492","WILL-5","River/Stream","Deepest point main creek channel McKiernan Creek embayment approximately 0.5 miles upstream of lake confluence","06030005",NA,NA,NA,NA,34.79682,-87.54929,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","01","033",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"451","BCKA-26","21AWIC","21AWIC-357",32.59669,-86.86947,"03150201","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-357","BCKA-26","River/Stream","Buck Creek on Autauga Co Rd 16 -- trib. to Mulberry Cr;Validated Ecoregional Reference Site","03150201",NA,NA,NA,NA,32.59669,-86.86947,NA,NA,NA,"Interpolation-Digital Map Source (Tiger)","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","001",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"452","BCR-1","21AWIC","21AWIC-358",32.424694,-85.260667,"03130003","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-358","BCR-1","River/Stream","Brush Creek upstream of Russell Co. Rd. 33  nr Huguley.  (On Topo it is listed as ADAMS BR);Validated Ecoregional Reference Site","03130003",NA,NA,NA,NA,32.424694,-85.260667,24000,NA,NA,"Interpolation-Map","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","113",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"453","BCRE-3","21AWIC","21AWIC-361",31.169,-87.0983,"03140304","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-361","BCRE-3","River/Stream","Burnt Corn Creek @ Escambia Co. Rd. 77.","03140304",NA,NA,NA,NA,31.169,-87.0983,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","053",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"454","GUNM-11","21AWIC","21AWIC-3612",34.899109,-85.703571,"06030001","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-3612","GUNM-11","River/Stream","Deepest point, main creek channel, approximately 0.5 mi upstream from the main reservoir.","06030001",NA,NA,NA,NA,34.899109,-85.703571,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","071",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"455","BEA-1","21AWIC","21AWIC-362",34.271667,-87.695,"06030006","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-362","BEA-1","River/Stream","Outfall from Upper Bear Creek Reservoir Dam","06030006",NA,NA,NA,NA,34.271667,-87.695,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","093",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"456","BEA-2","21AWIC","21AWIC-363",34.276943,-87.718611,"06030006","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-363","BEA-2","River/Stream","Bear Creek @ conjunction of AL Hwys 241 & 172","06030006",NA,NA,NA,NA,34.276943,-87.718611,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","093",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"457","BEC-1","21AWIC","21AWIC-364",31.0106,-87.2629,"03140305","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-364","BEC-1","River/Stream","Big Escambia Creek @ US Hwy 31.","03140305",NA,NA,NA,NA,31.0106,-87.2629,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","053",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"458","LICS-1","21AWIC","21AWIC-3652",33.780088,-86.362563,"03150106","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-3652","LICS-1","River/Stream","Little Canoe Creek at Beulah Church Road","03150106",NA,NA,NA,NA,33.780088,-86.362563,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","115",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"459","BERT-4","21AWIC","21AWIC-367",33.542447,-87.561669,"03160112","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-367","BERT-4","River/Stream","Bear Cr At ""Oregonia Rd"" Crossing SE of Sterling","03160112",NA,NA,NA,NA,33.542447,-87.561669,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","125",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"460","NRRF-4","21AWIC","21AWIC-3673",33.680733,-87.631504,"03160112","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-3673","NRRF-4","River/Stream","North River at CR-30.","03160112",NA,NA,NA,NA,33.680733,-87.631504,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","057",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"461","MITC-3","21AWIC","21AWIC-37",32.86525,-86.477108,"03150107","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-37","MITC-3","River/Stream","Deepest point, main creek channel, Walnut Creek embayment, approx. 0.5 miles upstream of lake confluence.","03150107",NA,NA,NA,NA,32.86525,-86.477108,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"462","BFFM-3A","21AWIC","21AWIC-370",34.853293,-86.5433,"06030002","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-370","BFFM-3A","River/Stream","Brier Fk at Meridianville Bottom Rd. (NE 1/4, Sec 20, T2S, R1E)","06030002",NA,NA,NA,NA,34.853293,-86.5433,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","089",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"463","WHTM-1","21AWIC","21AWIC-3712",32.33859,-86.2136,"03150201","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-3712","WHTM-1","River/Stream","Whites Slough at southern property line of the Ida Belle Young Park on Vaughn Road.","03150201",NA,NA,NA,NA,32.33859,-86.2136,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","101",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"464","BOLM-2A","21AWIC","21AWIC-3752",30.62859,-88.13516,"03160205","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-3752","BOLM-2A","River/Stream","West Bolton Branch at Azalea Road","03160205",NA,NA,NA,NA,30.62859,-88.13516,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","097",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"465","BGYM-1","21AWIC","21AWIC-376",30.7873,-88.3667,"03170008","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-376","BGYM-1","River/Stream","Boggy Branch at Mobile Co. Rd. 5 south of Wilmer.","03170008",NA,NA,NA,NA,30.7873,-88.3667,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","097",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"466","SWNL-4","21AWIC","21AWIC-3832",34.67884,-86.98971,"06030002","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-3832","SWNL-4","River/Stream","@ mouth of Swan Creek in Limestone County at Harris Station road (CR 45)","06030002",NA,NA,NA,NA,34.67884,-86.98971,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","083",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"467","BLB-1","21AWIC","21AWIC-385",30.4059,-88.2481,"03170009","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-385","BLB-1","River/Stream","Bayou La Batre at AL Hwy 188 crossing.","03170009",NA,NA,NA,NA,30.4059,-88.2481,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","097",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"468","BLBM-1","21AWIC","21AWIC-386",30.3867,-88.27,"03170009","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-386","BLBM-1","River/Stream","Bayou La Batre in channel next to light approx. 0.4 mile upstream of the mouth.","03170009",NA,NA,NA,NA,30.3867,-88.27,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","097",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"469","COFC-6","21AWIC","21AWIC-39",32.156509,-88.01891,"03160201","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-39","COFC-6","River/Stream","Deepest point, main creek channel, Tuckabum Creek embayment, approx. 0.5 miles upstream of confluence with Tombigbee River.","03160201",NA,NA,NA,NA,32.156509,-88.01891,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","023",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"470","BLBP-1","21AWIC","21AWIC-390",33.14725,-88.170528,"03160106","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-390","BLBP-1","River/Stream","Blubber Cr on AL Hwy 14 NW of Aliceville;Validated Ecoregional Reference Site","03160106",NA,NA,NA,NA,33.14725,-88.170528,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","107",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"471","BLBW-1","21AWIC","21AWIC-391",31.261,-88.0386,"03160203","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-391","BLBW-1","River/Stream","Bilbo Creek at Washington Co, Rd. 35","03160203",NA,NA,NA,NA,31.261,-88.0386,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","129",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"472","BLVC-1","21AWIC","21AWIC-393",34.2674,-87.0776,"03160110","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-393","BLVC-1","River/Stream","Blevens Creek at Cullman Co. Rd 1059","03160110",NA,NA,NA,NA,34.2674,-87.0776,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","043",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"473","BOB-1","21AWIC","21AWIC-394",31.017586,-87.513569,"03140106","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-394","BOB-1","River/Stream","Boggy Branch at Cinderbrand Rd. Sample just upstream of bridge but below beaver dam (if dam still present).","03140106",NA,NA,NA,NA,31.017586,-87.513569,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","01","053",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"474","BOB-2","21AWIC","21AWIC-395",31.016103,-87.51559,"03140106","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-395","BOB-2","River/Stream","Boggy Branch Approx. 150 ft upstream of the Atmore WWTP discharge and approx. 600 ft downstream of Masland discharge stream.","03140106",NA,NA,NA,NA,31.016103,-87.51559,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","01","053",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"475","TART-1","21AWIC","21AWIC-3952",32.97734,-85.73968,"03150109","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-3952","TART-1","River/Stream","Tallapoosa R. at Horseshoe Bend Rd. (AL Hwy 49)","03150109",NA,NA,NA,NA,32.97734,-85.73968,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","123",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
